title,description,label_int,label
Citigroup to Acquire First American Bank," NEW YORK (Reuters) - Citigroup Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=C.N target=/stocks/quickinfo/fullquote""&gt;C.N&lt;/A&gt; the world's  largest financial services company, said on Tuesday it will  acquire First American Bank in the quickly-growing Texas  market.",3,Business
Oil Prices Hover Just Below \$50 a Barrel," SINGAPORE (Reuters) - U.S. oil prices hovered just below  \$50 a barrel on Tuesday, holding recent gains on a rash of  crude supply outages and fears over thin heating oil tanks.",3,Business
Springboks targets scrum,THE South Africans have called the Wallabies scrum cheats as a fresh round of verbal warfare opened in the Republic last night. ,2,Sports
Push for rule of law in West Bank,The return of noted reformer Nabil Amr to Palestinian politics comes at a crucial juncture.,1,World
NHL players still oppose salary cap,An overwhelming majority of NHL players who expressed their opinion in a poll said they would not support a salary cap even if it meant saving a season that was supposed to have started Oct. 13.,2,Sports
Earnhardt reminded to keep it clean,"Tony Eury Sr. oversees Dale Earnhardt Jr. on the racetrack, but Sunday he extended his domain to Victory Lane. Earnhardt was unbuckling to crawl out of the No.",2,Sports
Newsview: Flawed Candidates Neck and Neck (AP),"AP - After two debates, voters have seen President Bush look peevish and heard him pass the buck. They've watched Sen. John Kerry deny he's a flip-flopper and then argue that Saddam Hussein was a threat  #151; and wasn't. It's no wonder so few minds have changed.",1,World
New York Yankees Team Report - September 26,(Sports Network) - The New York Yankees try to move one step closer to a division title when they conclude their critical series with the Boston Red Sox at Fenway Park.,2,Sports
Poor weather hits US shoppers,US retail sales fell 0.3 in August as rising energy costs and bad weather persuaded shoppers to reduce their spending.,3,Business
US Blasts Lebanese Parliament #39;s Extension of Presidential Term,The United States says the Lebanese parliament #39;s decision Friday to extend the term of pro-Syrian President Emile Lahoud made a  quot;crude mockery of democratic principles.,1,World
Busch sweeps Loudon: No. 19 takes lead in Nextel Cup,"Kurt Busch claimed a stake in the points lead in the NASCAR Chase for the Nextel Cup yesterday, winning the Sylvania 300 at New Hampshire International Speedway.",2,Sports
"Fujitsu, Cisco team up to provide IP network products in Japan",TOKYO (AFP) - Japan #39;s Fujitsu and Cisco Systems of the US said they have agreed to form a strategic alliance focusing on routers and switches that will enable businesses to build advanced Internet Protocol (IP) networks.,4,Sci/Tech
"Ovitz Defends His Role in ABC Hiring, 'Kundun'","GEORGETOWN, Del., Oct. 28 -- Plaintiffs in a shareholder lawsuit over former Walt Disney Co. president Michael Ovitz's \$140 million severance package attempted Thursday to portray Ovitz as a dishonest bumbler who botched the hiring of a major television executive and pushed the release of a movie that angered the Chinese government, damaging Disney's business prospects in the country.",3,Business
UPI NewsTrack Business,"US stocks gained ground in early trading Thursday after tame inflation reports and better than expected jobless news. Oil prices held steady as Hurricane Ivan battered the Gulf coast, where oil operations have halted.",3,Business
Cheat Sheet: Firefox,"It #39;s a new internet browser. The first full version, Firefox 1.0, was launched earlier this month. In the sense it #39;s a browser, yes, but the differences are larger than the similarities.",4,Sci/Tech
Gordon the favorite for the Chase,"LOUDON, NH - As this newfangled stretch drive for the Nextel Cup championship ensues, Jeff Gordon has to be considered the favorite for a fifth title.",2,Sports
PepsiCo to Buy General Mills #39; European Snacks Stake (Update3),"PepsiCo. Inc., the world #39;s No. 2 soft- drink maker, plans to buy General Mills Inc. #39;s stake in their European joint venture for \$750 million in cash, giving it complete ownership of Europe #39;s largest snack-food company.",3,Business
Microsoft to step up SP2 downloads,Microsoft will accelerate SP2 distribution  to meet goal of 100 million downloads in two months.,4,Sci/Tech
Stocks Open Near Unchanged After GDP Data," NEW YORK (Reuters) - U.S. stocks opened little changed on  Friday, after third-quarter gross domestic product data showed  the U.S. economy grew at a slower-than-expected pace.",3,Business
IBM Stops Offering Cash-Balance Pension,"International Business Machines Corp., taken to court by workers over changes it made to its traditional pension plan, has decided to stop offering any such plan to new employees.",4,Sci/Tech
Infineon Execs Plead Guilty,"NEW YORK - With four of its executives pleading guilty to price-fixing charges today, Infineon will have a hard time arguing that it didn #39;t fix prices in its ongoing litigation with Rambus.",4,Sci/Tech
Pacquiao has truly arrived,By nick giongco. YOU KNOW you have reached the status of a boxing star when ring announcer extraordinaire Michael Buffer calls out your name in his trademark booming voice during a high-profile event like yesterday ,2,Sports
Martin says Bush assured him no plans for space-based weapons (Canadian Press),Canadian Press - OTTAWA (CP) - The prime minister says he's been assured by President George W. Bush that the U.S. missile defence plan does not necessarily involve the weaponization of space.,1,World
Gagne Pitches in Montreal One Last Time (AP),"AP - Even with a big lead, Eric Gagne wanted to pitch in front of his hometown fans one last time.",2,Sports
Limited Brands Lifts Operating Profit," NEW YORK (Reuters) - Limited Brands Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=LTD.N target=/stocks/quickinfo/fullquote""&gt;LTD.N&lt;/A&gt; on  Thursday reported higher quarterly operating profit as cost  controls and strong lingerie sales offset poor results at the  retailer's Express apparel stores.",3,Business
GM and DaimlerChrysler team up on hybrid engine,General Motors and DaimlerChrysler are collaborating on development of fuel- saving hybrid engines in hopes of cashing in on an expanding market dominated by hybrid leaders Toyota and Honda.,3,Business
Aftershock: Brown rips team #39;s lack of effort,"ATHENS, Greece -- Larry Brown was despondent, the head of the US selection committee was defensive and an irritated Allen Iverson was hanging up on callers who asked what went wrong. ",2,Sports
"Blast kills 56 miners, traps 92","Fifty-six miners are dead and another 92 are still stranded underground after a gas blast at the Daping coal mine in Central China #39;s Henan Province, safety officials said Thursday.",1,World
Iraq Working for Release of Hostages,"BEIRUT, Lebanon - Three Lebanese men and their Iraqi driver have been kidnapped in Iraq, the Lebanese Foreign Ministry said Sunday, as Iraq's prime minister said his government was working for the release of two Americans and a Briton also being held hostage.    Gunmen snatched the three Lebanese, who worked for a travel agency with a branch in Baghdad, as they drove on the highway between the capital and Fallujah on Friday night, a ministry official said...",1,World
Elliot Smith CD Released Year After Death,"PORTLAND, Ore. - It's been almost a year since singer-songwriter Elliott Smith committed suicide, and fans and friends will be looking for answers as the posthumous ""From a Basement on the Hill"" is released...",1,World
Courtney Brown Tells Browns He'll Be Back (AP),AP - Courtney Brown refuses to surrender to injuries. He's already planning another comeback.,2,Sports
Israel Expands Raid with Air Strike Near Gaza City," GAZA (Reuters) - Israel expanded its military offensive in  northern Gaza, launching two air strikes early on Monday that  killed at least three Palestinians and wounded two, including a  senior Hamas leader, witnesses and medics said.",1,World
Nintendo Ups DS Console Shipment Target, TOKYO (Reuters) - Nintendo Co. Ltd. raised its 2004  shipment target for its DS handheld video game device by 40  percent to 2.8 million units on Thursday after many stores in  Japan and the United States sold out in the first week of  sales.,3,Business
Newman sticks foot in mouth,It took an off-the-cuff reference to a serial murderer/cannibal to punctuate the Robby Gordon storyline. Gordon has been vilified by his peers and put on probation ,2,Sports
Mavericks fans offer front-row seats to wounded soldiers,"By BOBBY ROSS JR. Associated Press Writer. play the Atlanta Hawks. They will be treated to free food and drink and have. their pictures taken with Mavericks players, dancers and team officials.",2,Sports
Silva out for a month,"ARSENAL #39;S Brazilian World Cup winning midfielder Gilberto Silva is set to be out for at least a month with a back injury, the Premiership leaders said.",2,Sports
 #39;Escalation of success #39; is groundwork for disaster,"INDIANAPOLIS -- With a package of academic reforms in place, the NCAA #39;s next crusade will address what its president calls a dangerous drift toward professionalism and sports entertainment.",2,Sports
